event,event_date,fighter_1,fighter_2,result,method,round,time
UFC 79: Nemesis,"December 29, 2007",Georges St-Pierre,Matt Hughes,win,"SUB

      

        Armbar",2,4:54
UFC 79: Nemesis,"December 29, 2007",Chuck Liddell,Wanderlei Silva,win,U-DEC,3,5:00
UFC 79: Nemesis,"December 29, 2007",Eddie Sanchez,Soa Palelei,win,"KO/TKO

      

        Punches",3,3:24
UFC 79: Nemesis,"December 29, 2007",Lyoto Machida,Rameau Thierry Sokoudjou,win,"SUB

      

        Arm Triangle",2,4:20
UFC 79: Nemesis,"December 29, 2007",Rich Clementi,Melvin Guillard,win,"SUB

      

        Rear Naked Choke",1,4:40
UFC 79: Nemesis,"December 29, 2007",James Irvin,Luiz Cane,win,DQ,1,1:51
UFC 79: Nemesis,"December 29, 2007",Manvel Gamburyan,Nate Mohr,win,"SUB

      

        Ankle Lock",1,1:31
UFC 79: Nemesis,"December 29, 2007",Dean Lister,Jordan Radev,win,U-DEC,3,5:00
UFC 79: Nemesis,"December 29, 2007",Roan Carneiro,Tony DeSouza,win,"KO/TKO

      

        Punches",2,3:33
UFC 79: Nemesis,"December 29, 2007",Mark Bocek,Doug Evans,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Roger Huerta,Clay Guida,win,"SUB

      

        Rear Naked Choke",3,0:51
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Mac Danzig,Tommy Speer,win,"SUB

      

        Rear Naked Choke",1,2:01
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",War Machine,Jared Rollins,win,"KO/TKO

      

        Punches",3,2:01
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",George Sotiropoulos,Billy Miles,win,"SUB

      

        Rear Naked Choke",1,1:36
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Ben Saunders,Dan Barrera,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Troy Mandaloniz,Richie Hightower,win,"KO/TKO

      

        Punch",1,4:20
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Matt Arroyo,John Kolosci,win,"SUB

      

        Armbar",1,4:42
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Roman Mitichyan,Dorian Price,win,"SUB

      

        Ankle Lock",1,0:23
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Jonathan Goulet,Paul Georgieff,win,"SUB

      

        Rear Naked Choke",1,4:42
UFC 78: Validation,"November 17, 2007",Rashad Evans,Michael Bisping,win,S-DEC,3,5:00
UFC 78: Validation,"November 17, 2007",Thiago Silva,Houston Alexander,win,"KO/TKO

      

        Punches",1,3:25
UFC 78: Validation,"November 17, 2007",Karo Parisyan,Ryo Chonan,win,U-DEC,3,5:00
UFC 78: Validation,"November 17, 2007",Ed Herman,Joe Doerksen,win,"KO/TKO

      

        Punch",3,0:39
UFC 78: Validation,"November 17, 2007",Frankie Edgar,Spencer Fisher,win,U-DEC,3,5:00
UFC 78: Validation,"November 17, 2007",Thiago Alves,Chris Lytle,win,KO/TKO,2,5:00
UFC 78: Validation,"November 17, 2007",Joe Lauzon,Jason Reinhardt,win,"SUB

      

        Rear Naked Choke",1,1:14
UFC 78: Validation,"November 17, 2007",Marcus Aurelio,Luke Caudillo,win,"KO/TKO

      

        Punches",1,4:29
UFC 78: Validation,"November 17, 2007",Akihiro Gono,Tamdan McCrory,win,"SUB

      

        Armbar",2,3:19
UFC 77: Hostile Territory,"October 20, 2007",Anderson Silva,Rich Franklin,win,"KO/TKO

      

        Knees",2,1:07
UFC 77: Hostile Territory,"October 20, 2007",Tim Sylvia,Brandon Vera,win,U-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Alvin Robinson,Jorge Gurgel,win,U-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Stephan Bonnar,Eric Schafer,win,"KO/TKO

      

        Punches",2,2:47
UFC 77: Hostile Territory,"October 20, 2007",Alan Belcher,Kalib Starnes,win,KO/TKO,2,1:39
UFC 77: Hostile Territory,"October 20, 2007",Yushin Okami,Jason MacDonald,win,U-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Demian Maia,Ryan Jensen,win,"SUB

      

        Rear Naked Choke",1,2:40
UFC 77: Hostile Territory,"October 20, 2007",Joshua Burkman,Forrest Petz,win,S-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Matt Grice,Jason Black,win,S-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Keith Jardine,Chuck Liddell,win,S-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Forrest Griffin,Mauricio Rua,win,"SUB

      

        Rear Naked Choke",3,4:45
UFC 76: Knockout,"September 22, 2007",Jon Fitch,Diego Sanchez,win,S-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Lyoto Machida,Kazuhiro Nakamura,win,U-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Tyson Griffin,Thiago Tavares,win,U-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Rich Clementi,Anthony Johnson,win,"SUB

      

        Rear Naked Choke",2,3:05
UFC 76: Knockout,"September 22, 2007",Jeremy Stephens,Diego Saraiva,win,U-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Christian Wellisch,Scott Junk,win,"SUB

      

        Heel Hook",1,3:19
UFC 76: Knockout,"September 22, 2007",Matt Wiman,Michihiro Omigawa,win,U-DEC,3,5:00
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Kenny Florian,Din Thomas,win,"SUB

      

        Rear Naked Choke",1,4:31
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Chris Leben,Terry Martin,win,"KO/TKO

      

        Punch",3,3:56
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Nate Diaz,Junior Assuncao,win,"SUB

      

        Guillotine Choke",1,4:10
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Nate Quarry,Pete Sell,win,"KO/TKO

      

        Punch",3,0:44
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Luke Cummo,Edilberto de Oliveira,win,"KO/TKO

      

        Punches",1,1:45
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Cole Miller,Leonard Garcia,win,U-DEC,3,5:00
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Gray Maynard,Joe Veres,win,"KO/TKO

      

        Punch",1,0:09
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Thiago Alves,Kuniyoshi Hironaka,win,"KO/TKO

      

        Knee",2,4:04
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Dustin Hazelett,Jonathan Goulet,win,"SUB

      

        Armbar",1,1:14
UFC 75: Champion vs Champion,"September 08, 2007",Quinton Jackson,Dan Henderson,win,U-DEC,5,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Michael Bisping,Matt Hamill,win,S-DEC,3,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Cheick Kongo,Mirko Filipovic,win,U-DEC,3,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Marcus Davis,Paul Taylor,win,"SUB

      

        Armbar",1,4:14
UFC 75: Champion vs Champion,"September 08, 2007",Houston Alexander,Alessio Sakara,win,"KO/TKO

      

        Knee",1,1:01
UFC 75: Champion vs Champion,"September 08, 2007",Gleison Tibau,Terry Etim,win,U-DEC,3,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Thiago Silva,Tomasz Drwal,win,"KO/TKO

      

        Punches",2,4:23
UFC 75: Champion vs Champion,"September 08, 2007",Dennis Siver,Naoyuki Kotani,win,"KO/TKO

      

        Punch",2,2:04
UFC 75: Champion vs Champion,"September 08, 2007",Jess Liaudin,Anthony Torres,win,"KO/TKO

      

        Punches",1,4:10
UFC 74: Respect,"August 25, 2007",Randy Couture,Gabriel Gonzaga,win,"KO/TKO

      

        Punches",3,1:37
UFC 74: Respect,"August 25, 2007",Georges St-Pierre,Josh Koscheck,win,U-DEC,3,5:00
UFC 74: Respect,"August 25, 2007",Roger Huerta,Alberto Crane,win,"KO/TKO

      

        Punches",3,1:50
UFC 74: Respect,"August 25, 2007",Joe Stevenson,Kurt Pellegrino,win,U-DEC,3,5:00
UFC 74: Respect,"August 25, 2007",Patrick Cote,Kendall Grove,win,"KO/TKO

      

        Punches",1,4:45
UFC 74: Respect,"August 25, 2007",Renato Sobral,David Heath,win,"SUB

      

        Anaconda Choke",2,3:30
UFC 74: Respect,"August 25, 2007",Frank Mir,Antoni Hardonk,win,"SUB

      

        Kimura",1,1:17
UFC 74: Respect,"August 25, 2007",Thales Leites,Ryan Jensen,win,"SUB

      

        Armbar",1,3:47
UFC 74: Respect,"August 25, 2007",Clay Guida,Marcus Aurelio,win,S-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Kenny Florian,Alvin Robinson,win,"KO/TKO

      

        Elbows",1,4:30
UFC 73: Stacked,"July 07, 2007",Anderson Silva,Nate Marquardt,win,"KO/TKO

      

        Punches",1,4:50
UFC 73: Stacked,"July 07, 2007",Rashad Evans,Tito Ortiz,"draw


draw",U-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Sean Sherk,Hermes Franca,win,U-DEC,5,5:00
UFC 73: Stacked,"July 07, 2007",Antonio Rodrigo Nogueira,Heath Herring,win,U-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Stephan Bonnar,Mike Nickels,win,"SUB

      

        Rear Naked Choke",1,2:14
UFC 73: Stacked,"July 07, 2007",Jorge Gurgel,Diego Saraiva,win,U-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Chris Lytle,Jason Gilliam,win,"SUB

      

        Triangle Choke",1,2:15
UFC 73: Stacked,"July 07, 2007",Frankie Edgar,Mark Bocek,win,"KO/TKO

      

        Punches",1,4:55
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",BJ Penn,Jens Pulver,win,"SUB

      

        Rear Naked Choke",2,3:12
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Nate Diaz,Manvel Gamburyan,win,"SUB

      

        Injury",2,0:20
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Thales Leites,Floyd Sword,win,"SUB

      

        Arm Triangle",1,3:50
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Roger Huerta,Doug Evans,win,"KO/TKO

      

        Punches",2,3:30
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Joe Lauzon,Brandon Melendez,win,"SUB

      

        Triangle Choke",2,2:09
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Cole Miller,Andy Wang,win,"KO/TKO

      

        Kick",1,1:10
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Gray Maynard,Rob Emerson,"nc


nc",CNC,2,0:39
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Leonard Garcia,Allen Berube,win,"SUB

      

        Rear Naked Choke",1,4:22
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Matt Wiman,Brian Geraghty,win,"KO/TKO

      

        Punches",1,2:09
UFC 72: Victory,"June 16, 2007",Rich Franklin,Yushin Okami,win,U-DEC,3,5:00
UFC 72: Victory,"June 16, 2007",Forrest Griffin,Hector Ramirez,win,U-DEC,3,5:00
UFC 72: Victory,"June 16, 2007",Jason MacDonald,Rory Singer,win,"KO/TKO

      

        Punches",2,3:18
UFC 72: Victory,"June 16, 2007",Tyson Griffin,Clay Guida,win,S-DEC,3,5:00
UFC 72: Victory,"June 16, 2007",Ed Herman,Scott Smith,win,"SUB

      

        Rear Naked Choke",2,2:25
UFC 72: Victory,"June 16, 2007",Marcus Davis,Jason Tan,win,"KO/TKO

      

        Punches",1,1:15
UFC 72: Victory,"June 16, 2007",Eddie Sanchez,Colin Robinson,win,"KO/TKO

      

        Elbows",2,0:32
UFC 72: Victory,"June 16, 2007",Dustin Hazelett,Stevie Lynch,win,"SUB

      

        Anaconda Choke",1,2:50
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Spencer Fisher,Sam Stout,win,U-DEC,3,5:00
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Jon Fitch,Roan Carneiro,win,"SUB

      

        Rear Naked Choke",2,1:07
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Drew McFedries,Jordan Radev,win,"KO/TKO

      

        Punch",1,0:33
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Thiago Tavares,Jason Black,win,"SUB

      

        Triangle Choke",2,2:49
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Forrest Petz,Luigi Fioravanti,win,U-DEC,3,5:00
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Tamdan McCrory,Pete Spratt,win,"SUB

      

        Triangle Choke",2,2:04
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Gleison Tibau,Jeff Cox,win,"SUB

      

        Arm Triangle",1,1:52
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Anthony Johnson,Chad Reiner,win,"KO/TKO

      

        Punches",1,0:13
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Nate Mohr,Luke Caudillo,win,U-DEC,3,5:00
UFC 71: Liddell vs Jackson,"May 26, 2007",Quinton Jackson,Chuck Liddell,win,"KO/TKO

      

        Punch",1,1:53
UFC 71: Liddell vs Jackson,"May 26, 2007",Karo Parisyan,Joshua Burkman,win,U-DEC,3,5:00
UFC 71: Liddell vs Jackson,"May 26, 2007",Terry Martin,Ivan Salaverry,win,KO/TKO,1,2:04
UFC 71: Liddell vs Jackson,"May 26, 2007",Houston Alexander,Keith Jardine,win,"KO/TKO

      

        Punch",1,0:48
UFC 71: Liddell vs Jackson,"May 26, 2007",Kalib Starnes,Chris Leben,win,U-DEC,3,5:00
UFC 71: Liddell vs Jackson,"May 26, 2007",Thiago Silva,James Irvin,win,KO/TKO,1,1:06
UFC 71: Liddell vs Jackson,"May 26, 2007",Alan Belcher,Sean Salmon,win,"SUB

      

        Guillotine Choke",1,0:53
UFC 71: Liddell vs Jackson,"May 26, 2007",Din Thomas,Jeremy Stephens,win,"SUB

      

        Armbar",2,2:44
UFC 71: Liddell vs Jackson,"May 26, 2007",Wilson Gouveia,Carmelo Marrero,win,"SUB

      

        Guillotine Choke",1,3:06
UFC 70: Nations Collide,"April 21, 2007",Gabriel Gonzaga,Mirko Filipovic,win,"KO/TKO

      

        Kick",1,4:51
UFC 70: Nations Collide,"April 21, 2007",Andrei Arlovski,Fabricio Werdum,win,U-DEC,3,5:00
UFC 70: Nations Collide,"April 21, 2007",Michael Bisping,Elvis Sinosic,win,"KO/TKO

      

        Punches",2,1:40
UFC 70: Nations Collide,"April 21, 2007",Lyoto Machida,David Heath,win,U-DEC,3,5:00
UFC 70: Nations Collide,"April 21, 2007",Cheick Kongo,Assuerio Silva,win,M-DEC,3,5:00
UFC 70: Nations Collide,"April 21, 2007",Terry Etim,Matt Grice,win,"SUB

      

        Guillotine Choke",1,4:48
UFC 70: Nations Collide,"April 21, 2007",Junior Assuncao,David Lee,win,"SUB

      

        Rear Naked Choke",2,1:55
UFC 70: Nations Collide,"April 21, 2007",Alessio Sakara,Victor Valimaki,win,"KO/TKO

      

        Punch",1,1:44
UFC 70: Nations Collide,"April 21, 2007",Jess Liaudin,Dennis Siver,win,"SUB

      

        Armbar",1,1:21
UFC 70: Nations Collide,"April 21, 2007",Paul Taylor,Edilberto de Oliveira,win,"KO/TKO

      

        Kick",3,0:37
UFC 69: Shootout,"April 07, 2007",Matt Serra,Georges St-Pierre,win,"KO/TKO

      

        Punches",1,3:25
UFC 69: Shootout,"April 07, 2007",Josh Koscheck,Diego Sanchez,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Roger Huerta,Leonard Garcia,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Yushin Okami,Mike Swick,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Kendall Grove,Alan Belcher,win,"SUB

      

        D'Arce Choke",2,4:42
UFC 69: Shootout,"April 07, 2007",Heath Herring,Brad Imes,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Thales Leites,Pete Sell,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Marcus Davis,Pete Spratt,win,"SUB

      

        Ankle Lock",2,2:57
UFC 69: Shootout,"April 07, 2007",Luke Cummo,Josh Haynes,win,"KO/TKO

      

        Punches",2,2:45
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Joe Stevenson,Melvin Guillard,win,"SUB

      

        Guillotine Choke",1,0:27
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Justin McCully,Antoni Hardonk,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kenny Florian,Dokonjonosuke Mishima,win,"SUB

      

        Rear Naked Choke",3,3:57
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Wilson Gouveia,Seth Petruzelli,win,"SUB

      

        Guillotine Choke",2,0:39
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Drew Fickett,Keita Nakamura,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kurt Pellegrino,Nate Mohr,win,"SUB

      

        Ankle Lock",1,2:58
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kuniyoshi Hironaka,Forrest Petz,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Roan Carneiro,Rich Clementi,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Thiago Tavares,Naoyuki Kotani,win,U-DEC,3,5:00
UFC 68: The Uprising,"March 03, 2007",Randy Couture,Tim Sylvia,win,U-DEC,5,5:00
UFC 68: The Uprising,"March 03, 2007",Martin Kampmann,Drew McFedries,win,"SUB

      

        Arm Triangle",1,4:06
UFC 68: The Uprising,"March 03, 2007",Rich Franklin,Jason MacDonald,win,KO/TKO,2,5:00
UFC 68: The Uprising,"March 03, 2007",Matt Hughes,Chris Lytle,win,U-DEC,3,5:00
UFC 68: The Uprising,"March 03, 2007",Jason Lambert,Renato Sobral,win,"KO/TKO

      

        Punch",2,3:36
UFC 68: The Uprising,"March 03, 2007",Matt Hamill,Rex Holman,win,"KO/TKO

      

        Punches",1,4:00
UFC 68: The Uprising,"March 03, 2007",Jon Fitch,Luigi Fioravanti,win,"SUB

      

        Rear Naked Choke",2,3:05
UFC 68: The Uprising,"March 03, 2007",Gleison Tibau,Jason Dent,win,U-DEC,3,5:00
UFC 68: The Uprising,"March 03, 2007",Jamie Varner,Jason Gilliam,win,"SUB

      

        Rear Naked Choke",1,1:34
UFC 67: All or Nothing,"February 03, 2007",Anderson Silva,Travis Lutter,win,"SUB

      

        Triangle Choke",2,2:11
UFC 67: All or Nothing,"February 03, 2007",Mirko Filipovic,Eddie Sanchez,win,"KO/TKO

      

        Punches",1,4:33
UFC 67: All or Nothing,"February 03, 2007",Roger Huerta,John Halverson,win,"KO/TKO

      

        Punches",1,0:19
UFC 67: All or Nothing,"February 03, 2007",Quinton Jackson,Marvin Eastman,win,"KO/TKO

      

        Punches",2,3:49
UFC 67: All or Nothing,"February 03, 2007",Patrick Cote,Scott Smith,win,U-DEC,3,5:00
UFC 67: All or Nothing,"February 03, 2007",Terry Martin,Jorge Rivera,win,"KO/TKO

      

        Punch",1,0:14
UFC 67: All or Nothing,"February 03, 2007",Frankie Edgar,Tyson Griffin,win,U-DEC,3,5:00
UFC 67: All or Nothing,"February 03, 2007",Lyoto Machida,Sam Hoger,win,U-DEC,3,5:00
UFC 67: All or Nothing,"February 03, 2007",Dustin Hazelett,Diego Saraiva,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Rashad Evans,Sean Salmon,win,"KO/TKO

      

        Kick",2,1:06
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Jake O'Brien,Heath Herring,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Hermes Franca,Spencer Fisher,win,"KO/TKO

      

        Punch",2,4:03
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Nate Marquardt,Dean Lister,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Joshua Burkman,Chad Reiner,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Ed Herman,Chris Price,win,"SUB

      

        Armbar",1,2:58
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Din Thomas,Clay Guida,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Rich Clementi,Ross Pointon,win,"SUB

      

        Rear Naked Choke",2,4:53
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Chuck Liddell,Tito Ortiz,win,"KO/TKO

      

        Punches",3,3:59
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Keith Jardine,Forrest Griffin,win,"KO/TKO

      

        Punches",1,4:41
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Jason MacDonald,Chris Leben,win,"SUB

      

        Guillotine Choke",2,4:03
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Andrei Arlovski,Marcio Cruz,win,"KO/TKO

      

        Punches",1,3:15
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Michael Bisping,Eric Schafer,win,"KO/TKO

      

        Punches",1,4:24
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Thiago Alves,Tony DeSouza,win,"KO/TKO

      

        Knee",2,1:10
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Gabriel Gonzaga,Carmelo Marrero,win,"SUB

      

        Armbar",1,3:22
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Yushin Okami,Rory Singer,win,"KO/TKO

      

        Punches",3,4:03
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Christian Wellisch,Anthony Perosh,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Diego Sanchez,Joe Riggs,win,"KO/TKO

      

        Flying Knee",1,1:45
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Josh Koscheck,Jeff Joslin,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Karo Parisyan,Drew Fickett,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Marcus Davis,Shonie Carter,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",David Heath,Victor Valimaki,win,S-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Alan Belcher,Jorge Santiago,win,"KO/TKO

      

        Kick",3,2:45
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Luigi Fioravanti,Dave Menne,win,"KO/TKO

      

        Punches",1,4:44
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Brock Larson,Keita Nakamura,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Logan Clark,Steve Byrnes,win,U-DEC,3,5:00
UFC 65: Bad Intentions,"November 18, 2006",Georges St-Pierre,Matt Hughes,win,"KO/TKO

      

        Kick",2,1:25
UFC 65: Bad Intentions,"November 18, 2006",Tim Sylvia,Jeff Monson,win,U-DEC,5,5:00
UFC 65: Bad Intentions,"November 18, 2006",Drew McFedries,Alessio Sakara,win,"KO/TKO

      

        Punches",1,4:07
UFC 65: Bad Intentions,"November 18, 2006",Brandon Vera,Frank Mir,win,"KO/TKO

      

        Punches",1,1:09
UFC 65: Bad Intentions,"November 18, 2006",Joe Stevenson,Dokonjonosuke Mishima,win,"SUB

      

        Guillotine Choke",1,2:07
UFC 65: Bad Intentions,"November 18, 2006",Nick Diaz,Gleison Tibau,win,"KO/TKO

      

        Punches",2,2:27
