event,fighter_1,fighter_2,result,method,round,time
UFC 44: Undisputed,Rich Franklin,Edwin DeWees,win,"KO/TKO

      

        Knees",1,3:35
UFC 44: Undisputed,Karo Parisyan,Dave Strasser,win,"SUB

      

        Kimura",1,3:52
UFC 44: Undisputed,Josh Thomson,Gerald Strebendt,win,"KO/TKO

      

        Punches",1,2:45
UFC 44: Undisputed,Nick Diaz,Jeremy Jackson,win,"SUB

      

        Armbar",3,2:04
UFC 44: Undisputed,Hermes Franca,Caol Uno,win,"KO/TKO

      

        Punch",2,2:46
UFC 43: Meltdown,Randy Couture,Chuck Liddell,win,"KO/TKO

      

        Punches",3,2:39
UFC 43: Meltdown,Kimo Leopoldo,David Abbott,win,"SUB

      

        Arm Triangle",1,1:59
UFC 43: Meltdown,Vitor Belfort,Marvin Eastman,win,"KO/TKO

      

        Knees",1,1:07
UFC 43: Meltdown,Vernon White,Ian Freeman,draw,S-DEC,3,5:00
UFC 43: Meltdown,Frank Mir,Wes Sims,win,DQ,1,2:55
UFC 43: Meltdown,Yves Edwards,Eddie Ruiz,win,U-DEC,3,5:00
UFC 43: Meltdown,Falaniko Vitale,Matt Lindland,win,"KO/TKO

      

        Slam",1,1:56
UFC 43: Meltdown,Pedro Rizzo,Tra Telligman,win,KO/TKO,2,4:24
UFC 42: Sudden Impact,Matt Hughes,Sean Sherk,win,U-DEC,5,5:00
UFC 42: Sudden Impact,Pete Spratt,Robbie Lawler,win,"SUB

      

        Injury",2,2:28
UFC 42: Sudden Impact,Dave Strasser,Romie Aram,win,U-DEC,3,5:00
UFC 42: Sudden Impact,Wesley Correira,Sean Alvarez,win,"KO/TKO

      

        Punches",2,1:46
UFC 42: Sudden Impact,Rich Franklin,Evan Tanner,win,"KO/TKO

      

        Punches",1,2:40
UFC 42: Sudden Impact,Duane Ludwig,Genki Sudo,win,U-DEC,3,5:00
UFC 42: Sudden Impact,Hermes Franca,Richard Crunkilton,win,U-DEC,3,5:00
UFC 42: Sudden Impact,David Loiseau,Mark Weir,win,"KO/TKO

      

        Punches",1,3:55
UFC 41: Onslaught,Tim Sylvia,Ricco Rodriguez,win,"KO/TKO

      

        Punch",1,3:09
UFC 41: Onslaught,Frank Mir,David Abbott,win,"SUB

      

        Toe Hold",1,0:46
UFC 41: Onslaught,BJ Penn,Caol Uno,draw,S-DEC,5,5:00
UFC 41: Onslaught,Matt Lindland,Phil Baroni,win,U-DEC,3,5:00
UFC 41: Onslaught,Vladimir Matyushenko,Pedro Rizzo,win,U-DEC,3,5:00
UFC 41: Onslaught,Din Thomas,Matt Serra,win,S-DEC,3,5:00
UFC 41: Onslaught,Gan McGee,Alexandre Dantas,win,"KO/TKO

      

        Punches",1,4:49
UFC 41: Onslaught,Yves Edwards,Rich Clementi,win,"SUB

      

        Rear Naked Choke",3,4:07
UFC 40: Vendetta,Tito Ortiz,Ken Shamrock,win,KO/TKO,3,5:00
UFC 40: Vendetta,Chuck Liddell,Renato Sobral,win,"KO/TKO

      

        Kick",1,2:55
UFC 40: Vendetta,Matt Hughes,Gil Castillo,win,KO/TKO,1,5:00
UFC 40: Vendetta,Carlos Newton,Pete Spratt,win,"SUB

      

        Kimura",1,1:45
UFC 40: Vendetta,Robbie Lawler,Tiki Ghosn,win,"KO/TKO

      

        Punch",1,1:29
UFC 40: Vendetta,Andrei Arlovski,Ian Freeman,win,"KO/TKO

      

        Punches",1,1:18
UFC 40: Vendetta,Vladimir Matyushenko,Travis Wiuff,win,"KO/TKO

      

        Punches",1,4:10
UFC 40: Vendetta,Phillip Miller,Mark Weir,win,"SUB

      

        Rear Naked Choke",2,4:50
UFC 39: The Warriors Return,Ricco Rodriguez,Randy Couture,win,"KO/TKO

      

        Elbows",5,3:04
UFC 39: The Warriors Return,Tim Sylvia,Wesley Correira,win,KO/TKO,2,1:43
UFC 39: The Warriors Return,BJ Penn,Matt Serra,win,U-DEC,3,5:00
UFC 39: The Warriors Return,Caol Uno,Din Thomas,win,U-DEC,3,5:00
UFC 39: The Warriors Return,Gan McGee,Pedro Rizzo,win,KO/TKO,1,5:00
UFC 39: The Warriors Return,Phil Baroni,Dave Menne,win,"KO/TKO

      

        Punches",1,0:18
UFC 39: The Warriors Return,Matt Lindland,Ivan Salaverry,win,U-DEC,3,5:00
UFC 39: The Warriors Return,Sean Sherk,Benji Radach,win,KO/TKO,1,4:16
UFC 38: Brawl at the Hall,Matt Hughes,Carlos Newton,win,"KO/TKO

      

        Punches",4,3:37
UFC 38: Brawl at the Hall,Ian Freeman,Frank Mir,win,KO/TKO,1,4:35
UFC 38: Brawl at the Hall,Mark Weir,Eugene Jackson,win,"KO/TKO

      

        Punch",1,0:10
UFC 38: Brawl at the Hall,Genki Sudo,Leigh Remedios,win,"SUB

      

        Rear Naked Choke",2,1:38
UFC 38: Brawl at the Hall,Phillip Miller,James Zikic,win,U-DEC,3,5:00
UFC 38: Brawl at the Hall,Renato Sobral,Elvis Sinosic,win,U-DEC,3,5:00
UFC 38: Brawl at the Hall,Evan Tanner,Chris Haseman,win,U-DEC,3,5:00
UFC 37.5: As Real As It Gets,Chuck Liddell,Vitor Belfort,win,U-DEC,3,5:00
UFC 37.5: As Real As It Gets,Benji Radach,Nick Serra,win,U-DEC,3,5:00
UFC 37.5: As Real As It Gets,Pete Spratt,Zach Light,win,"SUB

      

        Armbar",1,2:25
UFC 37.5: As Real As It Gets,Robbie Lawler,Steve Berger,win,"KO/TKO

      

        Punch",2,0:27
UFC 37.5: As Real As It Gets,Tony Fryklund,Rodrigo Ruas,win,"KO/TKO

      

        Punches",2,3:34
UFC 37.5: As Real As It Gets,Yves Edwards,Joao Pierini,win,KO/TKO,1,1:19
UFC 37: High Impact,Murilo Bustamante,Matt Lindland,win,"SUB

      

        Guillotine Choke",3,1:33
UFC 37: High Impact,Ricco Rodriguez,Tsuyoshi Kohsaka,win,"KO/TKO

      

        Punches",2,3:25
UFC 37: High Impact,BJ Penn,Paul Creighton,win,"KO/TKO

      

        Punches",2,3:23
UFC 37: High Impact,Phil Baroni,Amar Suloev,win,"KO/TKO

      

        Punches",1,2:59
UFC 37: High Impact,Caol Uno,Yves Edwards,win,U-DEC,3,5:00
UFC 37: High Impact,Ivan Salaverry,Andrei Semenov,win,"KO/TKO

      

        Punches",3,2:27
UFC 37: High Impact,Benji Radach,Steve Berger,nc,Overturned,1,0:27
UFC 37: High Impact,Robbie Lawler,Aaron Riley,win,U-DEC,3,5:00
UFC 36: Worlds Collide,Josh Barnett,Randy Couture,win,"KO/TKO

      

        Punches",2,4:35
UFC 36: Worlds Collide,Pedro Rizzo,Andrei Arlovski,win,"KO/TKO

      

        Punch",3,1:45
UFC 36: Worlds Collide,Matt Hughes,Hayato Sakurai,win,"KO/TKO

      

        Punches",4,3:01
UFC 36: Worlds Collide,Matt Lindland,Pat Miletich,win,"KO/TKO

      

        Punches",1,3:09
UFC 36: Worlds Collide,Evan Tanner,Elvis Sinosic,win,KO/TKO,1,2:06
UFC 36: Worlds Collide,Frank Mir,Pete Williams,win,"SUB

      

        Other - Lock",1,0:46
UFC 36: Worlds Collide,Matt Serra,Kelly Dullanty,win,"SUB

      

        Triangle Choke",1,2:58
UFC 36: Worlds Collide,Sean Sherk,Jutaro Nakao,win,U-DEC,3,5:00
UFC 35: Throwdown,Jens Pulver,BJ Penn,win,M-DEC,5,5:00
UFC 35: Throwdown,Ricco Rodriguez,Jeff Monson,win,"KO/TKO

      

        Punches",3,3:00
UFC 35: Throwdown,Murilo Bustamante,Dave Menne,win,"KO/TKO

      

        Punch",2,0:44
UFC 35: Throwdown,Chuck Liddell,Amar Suloev,win,U-DEC,3,5:00
UFC 35: Throwdown,Andrei Semenov,Ricardo Almeida,win,"KO/TKO

      

        Punch",2,2:01
UFC 35: Throwdown,Kevin Randleman,Renato Sobral,win,U-DEC,3,5:00
UFC 35: Throwdown,Gil Castillo,Chris Brennan,win,U-DEC,3,5:00
UFC 35: Throwdown,Eugene Jackson,Keith Rockel,win,"SUB

      

        Guillotine Choke",2,1:14
UFC 34: High Voltage,Randy Couture,Pedro Rizzo,win,"KO/TKO

      

        Punches",3,3:22
UFC 34: High Voltage,Ricco Rodriguez,Pete Williams,win,"KO/TKO

      

        Punches",2,4:02
UFC 34: High Voltage,Matt Hughes,Carlos Newton,win,"KO/TKO

      

        Slam",2,1:27
UFC 34: High Voltage,BJ Penn,Caol Uno,win,"KO/TKO

      

        Punches",1,0:11
UFC 34: High Voltage,Josh Barnett,Bobby Hoffman,win,"KO/TKO

      

        Punches",2,4:25
UFC 34: High Voltage,Evan Tanner,Homer Moore,win,"SUB

      

        Armbar",2,0:55
UFC 34: High Voltage,Matt Lindland,Phil Baroni,win,M-DEC,3,5:00
UFC 34: High Voltage,Frank Mir,Roberto Traven,win,"SUB

      

        Armbar",1,1:05
UFC 33: Victory in Vegas,Tito Ortiz,Vladimir Matyushenko,win,U-DEC,5,5:00
UFC 33: Victory in Vegas,Jens Pulver,Dennis Hallman,win,U-DEC,5,5:00
UFC 33: Victory in Vegas,Chuck Liddell,Murilo Bustamante,win,U-DEC,3,5:00
UFC 33: Victory in Vegas,Matt Serra,Yves Edwards,win,M-DEC,3,5:00
UFC 33: Victory in Vegas,Dave Menne,Gil Castillo,win,U-DEC,5,5:00
UFC 33: Victory in Vegas,Jutaro Nakao,Tony DeSouza,win,"KO/TKO

      

        Punch",2,0:15
UFC 33: Victory in Vegas,Ricardo Almeida,Eugene Jackson,win,"SUB

      

        Triangle Choke",1,4:06
UFC 33: Victory in Vegas,Din Thomas,Fabiano Iha,win,U-DEC,3,5:00
UFC 32: Showdown in the Meadowlands,Tito Ortiz,Elvis Sinosic,win,"KO/TKO

      

        Elbows",1,3:32
UFC 32: Showdown in the Meadowlands,BJ Penn,Din Thomas,win,"KO/TKO

      

        Knee",1,2:42
UFC 32: Showdown in the Meadowlands,Josh Barnett,Semmy Schilt,win,"SUB

      

        Armbar",1,4:21
UFC 32: Showdown in the Meadowlands,Pat Miletich,Shonie Carter,win,"KO/TKO

      

        Kick",2,2:42
UFC 32: Showdown in the Meadowlands,Caol Uno,Fabiano Iha,win,"KO/TKO

      

        Punches",1,1:48
UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko,Yuki Kondo,win,U-DEC,3,5:00
UFC 32: Showdown in the Meadowlands,Ricco Rodriguez,Andrei Arlovski,win,"KO/TKO

      

        Punches",3,1:23
UFC 32: Showdown in the Meadowlands,Tony DeSouza,Paul Rodriguez,win,"SUB

      

        Guillotine Choke",1,1:05
UFC 31: Locked and Loaded,Randy Couture,Pedro Rizzo,win,U-DEC,5,5:00
UFC 31: Locked and Loaded,Carlos Newton,Pat Miletich,win,"SUB

      

        Bulldog Choke",3,2:50
UFC 31: Locked and Loaded,Chuck Liddell,Kevin Randleman,win,"KO/TKO

      

        Punch",1,1:18
UFC 31: Locked and Loaded,Shonie Carter,Matt Serra,win,"KO/TKO

      

        Spinning Back Fist",3,4:51
UFC 31: Locked and Loaded,Semmy Schilt,Pete Williams,win,"KO/TKO

      

        Punch",2,1:28
UFC 31: Locked and Loaded,Matt Lindland,Ricardo Almeida,win,DQ,3,4:21
UFC 31: Locked and Loaded,BJ Penn,Joey Gilbert,win,"KO/TKO

      

        Punches",1,4:57
UFC 31: Locked and Loaded,Tony DeSouza,Steve Berger,win,U-DEC,3,5:00
UFC 30: Battle on the Boardwalk,Tito Ortiz,Evan Tanner,win,"KO/TKO

      

        Slam",1,0:32
UFC 30: Battle on the Boardwalk,Jens Pulver,Caol Uno,win,U-DEC,5,5:00
UFC 30: Battle on the Boardwalk,Fabiano Iha,Phil Johns,win,"SUB

      

        Armbar",1,1:40
UFC 30: Battle on the Boardwalk,Elvis Sinosic,Jeremy Horn,win,"SUB

      

        Triangle Choke",1,2:52
UFC 30: Battle on the Boardwalk,Pedro Rizzo,Josh Barnett,win,"KO/TKO

      

        Punch",2,4:21
UFC 30: Battle on the Boardwalk,Bobby Hoffman,Mark Robinson,nc,Overturned,1,3:27
UFC 30: Battle on the Boardwalk,Phil Baroni,Curtis Stout,win,U-DEC,2,5:00
UFC 30: Battle on the Boardwalk,Sean Sherk,Tiki Ghosn,win,"SUB

      

        Injury",2,4:47
UFC 29: Defense of the Belts,Tito Ortiz,Yuki Kondo,win,"SUB

      

        Neck Crank",1,1:52
UFC 29: Defense of the Belts,Pat Miletich,Kenichi Yamamoto,win,"SUB

      

        Guillotine Choke",2,1:58
UFC 29: Defense of the Belts,Matt Lindland,Yoji Anjo,win,"KO/TKO

      

        Punches",1,2:58
UFC 29: Defense of the Belts,Fabiano Iha,Daiju Takase,win,"KO/TKO

      

        Punches",1,2:24
UFC 29: Defense of the Belts,Evan Tanner,Lance Gibson,win,"KO/TKO

      

        Punches",1,4:58
UFC 29: Defense of the Belts,Dennis Hallman,Matt Hughes,win,"SUB

      

        Armbar",1,0:20
UFC 29: Defense of the Belts,Chuck Liddell,Jeff Monson,win,U-DEC,3,5:00
UFC 28: High Stakes,Randy Couture,Kevin Randleman,win,"KO/TKO

      

        Punches",3,4:13
UFC 28: High Stakes,Renato Sobral,Maurice Smith,win,M-DEC,3,5:00
UFC 28: High Stakes,Josh Barnett,Gan McGee,win,"KO/TKO

      

        Elbows",2,4:34
UFC 28: High Stakes,Andrei Arlovski,Aaron Brink,win,"SUB

      

        Armbar",1,0:55
UFC 28: High Stakes,Jens Pulver,John Lewis,win,"KO/TKO

      

        Punch",1,0:15
UFC 28: High Stakes,Mark Hughes,Alex Stiebling,win,U-DEC,2,5:00
UFC 28: High Stakes,Ben Earwood,Chris Lytle,win,U-DEC,2,5:00
UFC 27: Ultimate Bad Boyz,Pedro Rizzo,Dan Severn,win,"KO/TKO

      

        Kicks",1,1:33
UFC 27: Ultimate Bad Boyz,Maurice Smith,Bobby Hoffman,win,S-DEC,3,5:00
UFC 27: Ultimate Bad Boyz,Jeremy Horn,Eugene Jackson,win,"SUB

      

        Armbar",1,4:32
UFC 27: Ultimate Bad Boyz,Fabiano Iha,Laverne Clark,win,"SUB

      

        Armbar",1,1:10
UFC 27: Ultimate Bad Boyz,Yuki Kondo,Alexandre Dantas,win,"KO/TKO

      

        Flying Knee",3,2:28
UFC 27: Ultimate Bad Boyz,Ian Freeman,Tedd Williams,win,U-DEC,3,5:00
UFC 27: Ultimate Bad Boyz,Jeff Monson,Tim Lajcik,win,U-DEC,2,5:00
UFC 27: Ultimate Bad Boyz,Brad Gumm,CJ Fernandes,draw,U-DEC,2,5:00
UFC 26: Ultimate Field Of Dreams,Kevin Randleman,Pedro Rizzo,win,U-DEC,5,5:00
UFC 26: Ultimate Field Of Dreams,Tyrone Roberts,David Dodd,win,U-DEC,3,5:00
UFC 26: Ultimate Field Of Dreams,Pat Miletich,John Alessio,win,"SUB

      

        Armbar",2,1:43
UFC 26: Ultimate Field Of Dreams,Amaury Bitetti,Alex Andrade,win,DQ,2,0:43
UFC 26: Ultimate Field Of Dreams,Matt Hughes,Marcelo Aguiar,win,KO/TKO,1,4:34
UFC 26: Ultimate Field Of Dreams,Jens Pulver,Joao Roque,win,U-DEC,3,5:00
UFC 26: Ultimate Field Of Dreams,Ian Freeman,Nate Schroeder,win,"KO/TKO

      

        Knees",2,2:13
UFC 26: Ultimate Field Of Dreams,Shonie Carter,Adrian Serrano,win,U-DEC,2,5:00
UFC 25: Ultimate Japan 3,Tito Ortiz,Wanderlei Silva,win,U-DEC,5,5:00
UFC 25: Ultimate Japan 3,Murilo Bustamante,Yoji Anjo,win,"SUB

      

        Arm Triangle",2,0:31
UFC 25: Ultimate Japan 3,Sanae Kikuta,Eugene Jackson,win,"SUB

      

        Armbar",1,4:38
UFC 25: Ultimate Japan 3,Ron Waterman,Satoshi Honma,win,U-DEC,3,5:00
UFC 25: Ultimate Japan 3,Ikuhisa Minowa,Joe Slick,win,KO/TKO,3,1:54
UFC 25: Ultimate Japan 3,Laverne Clark,Koji Oishi,win,M-DEC,3,5:00
UFC 24: First Defense,Tedd Williams,Steve Judson,win,"KO/TKO

      

        Punch",1,3:23
UFC 24: First Defense,Lance Gibson,Jermaine Andre,win,"KO/TKO

      

        Knee",3,3:35
UFC 24: First Defense,Dave Menne,Fabiano Iha,win,U-DEC,3,5:00
UFC 24: First Defense,Bob Cook,Tiki Ghosn,win,"SUB

      

        Rear Naked Choke",2,1:29
UFC 24: First Defense,Jens Pulver,David Velasquez,win,"KO/TKO

      

        Punches",2,2:41
UFC 24: First Defense,Scott Adams,Ian Freeman,win,"SUB

      

        Heel Hook",1,3:09
UFC 24: First Defense,Shonie Carter,Brad Gumm,win,U-DEC,2,5:00
UFC 23: Ultimate Japan 2,Kevin Randleman,Pete Williams,win,U-DEC,5,5:00
UFC 23: Ultimate Japan 2,Pedro Rizzo,Tsuyoshi Kohsaka,win,"KO/TKO

      

        Punch",3,1:17
UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Katsuhisa Fujii,win,"SUB

      

        Kneebar",2,4:15
UFC 23: Ultimate Japan 2,Joe Slick,Jason DeLucia,win,KO/TKO,1,1:28
UFC 23: Ultimate Japan 2,Eugene Jackson,Keiichiro Yamamiya,win,"KO/TKO

      

        Punch",3,3:12
UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Daiju Takase,win,U-DEC,3,5:00
UFC 23: Ultimate Japan 2,Katsuhisa Fujii,Masutatsu Yano,win,"KO/TKO

      

        Punches",2,3:12
UFC 22: Only One Can be Champion,Frank Shamrock,Tito Ortiz,win,"KO/TKO

      

        Punches",4,4:42
UFC 22: Only One Can be Champion,Tim Lajcik,Ron Waterman,draw,U-DEC,3,5:00
UFC 22: Only One Can be Champion,Jeremy Horn,Jason Godsey,win,"SUB

      

        Armbar",1,2:08
UFC 22: Only One Can be Champion,Brad Kohler,Steve Judson,win,"KO/TKO

      

        Punch",1,0:30
UFC 22: Only One Can be Champion,Chuck Liddell,Paul Jones,win,KO/TKO,1,3:53
UFC 22: Only One Can be Champion,Matt Hughes,Valeri Ignatov,win,U-DEC,3,5:00
UFC 22: Only One Can be Champion,John Lewis,Lowell Anderson,win,KO/TKO,3,0:13
UFC 22: Only One Can be Champion,Jens Pulver,Alfonso Alcarez,draw,M-DEC,2,5:00
UFC 21: Return of the Champions,Maurice Smith,Marco Ruas,win,KO/TKO,1,5:00
UFC 21: Return of the Champions,Pat Miletich,Andre Pederneiras,win,KO/TKO,2,1:34
UFC 21: Return of the Champions,Jeremy Horn,Daiju Takase,win,"KO/TKO

      

        Elbows",1,4:41
UFC 21: Return of the Champions,Paul Jones,Flavio Luiz Moura,win,"SUB

      

        Rear Naked Choke",1,4:20
UFC 21: Return of the Champions,Tsuyoshi Kohsaka,Tim Lajcik,win,KO/TKO,2,5:00
UFC 21: Return of the Champions,Eugene Jackson,Royce Alger,win,"KO/TKO

      

        Punch",2,1:19
UFC 21: Return of the Champions,Andre Roberts,Ron Waterman,win,"KO/TKO

      

        Punch",1,2:51
UFC 21: Return of the Champions,Travis Fulton,David Dodd,win,U-DEC,2,5:00
UFC 20: Battle for the Gold,Bas Rutten,Kevin Randleman,win,S-DEC,3,3:00
UFC 20: Battle for the Gold,Pedro Rizzo,Tra Telligman,win,"KO/TKO

      

        Punch",1,4:30
UFC 20: Battle for the Gold,Pete Williams,Travis Fulton,win,"SUB

      

        Armbar",1,6:28
UFC 20: Battle for the Gold,Wanderlei Silva,Tony Petarra,win,"KO/TKO

      

        Knees",1,2:53
UFC 20: Battle for the Gold,Marcelo Mello,David Roberts,win,"KO/TKO

      

        Elbows",1,1:23
UFC 20: Battle for the Gold,Laverne Clark,Fabiano Iha,win,KO/TKO,1,1:21
UFC 20: Battle for the Gold,Ron Waterman,Chris Condo,win,"KO/TKO

      

        Punches",1,0:28
UFC 19: Ultimate Young Guns,Tito Ortiz,Guy Mezger,win,"KO/TKO

      

        Punches",1,9:56
UFC 19: Ultimate Young Guns,Gary Goodridge,Andre Roberts,win,"KO/TKO

      

        Punches",1,0:43
UFC 19: Ultimate Young Guns,Jeremy Horn,Chuck Liddell,win,"SUB

      

        Arm Triangle",1,12:00
UFC 19: Ultimate Young Guns,Kevin Randleman,Maurice Smith,win,U-DEC,2,3:00
UFC 19: Ultimate Young Guns,Evan Tanner,Valeri Ignatov,win,"KO/TKO

      

        Elbows",1,2:58
UFC 19: Ultimate Young Guns,Pete Williams,Jason Godsey,win,"SUB

      

        Kneebar",1,1:56
UFC 19: Ultimate Young Guns,Sione Latu,Joey Roberts,win,KO/TKO,1,10:01
UFC 18: The Road to the Heavyweight Title,Bas Rutten,Tsuyoshi Kohsaka,win,"KO/TKO

      

        Punches",2,2:15
UFC 18: The Road to the Heavyweight Title,Pat Miletich,Jorge Patino,win,U-DEC,3,3:00
UFC 18: The Road to the Heavyweight Title,Pedro Rizzo,Mark Coleman,win,S-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,Tito Ortiz,Jerry Bohlander,win,KO/TKO,2,2:31
UFC 18: The Road to the Heavyweight Title,Mikey Burnett,Townsend Saunders,win,U-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,Evan Tanner,Darrel Gholar,win,"SUB

      

        Rear Naked Choke",1,7:57
UFC 18: The Road to the Heavyweight Title,Laverne Clark,Frank Caracci,win,"KO/TKO

      

        Punches",1,6:52
UFC - Ultimate Brazil,Frank Shamrock,John Lober,win,"SUB

      

        Neck Crank",1,7:40
UFC - Ultimate Brazil,Vitor Belfort,Wanderlei Silva,win,"KO/TKO

      

        Punches",1,0:44
UFC - Ultimate Brazil,Pedro Rizzo,David Abbott,win,"KO/TKO

      

        Punch",1,8:07
UFC - Ultimate Brazil,Pat Miletich,Mikey Burnett,win,S-DEC,3,3:00
UFC - Ultimate Brazil,Tsuyoshi Kohsaka,Pete Williams,win,U-DEC,2,3:00
UFC - Ultimate Brazil,Ebenezer Fontes Braga,Jeremy Horn,win,"SUB

      

        Guillotine Choke",1,3:27
UFC - Ultimate Brazil,Tulio Palhares,Adriano Santos,win,"KO/TKO

      

        Punches",1,9:00
UFC - Ultimate Brazil,Cesar Marscucci,Paulo Santos,win,KO/TKO,1,10:27
UFC 17: Redemption,Frank Shamrock,Jeremy Horn,win,"SUB

      

        Kneebar",2,1:28
UFC 17: Redemption,Pete Williams,Mark Coleman,win,"KO/TKO

      

        Kick",2,0:38
UFC 17: Redemption,Dan Henderson,Carlos Newton,win,S-DEC,2,3:00
UFC 17: Redemption,David Abbott,Hugo Duarte,win,"KO/TKO

      

        Punches",1,0:43
UFC 17: Redemption,Mike van Arsdale,Joe Pardo,win,"SUB

      

        Keylock",1,11:01
UFC 17: Redemption,Carlos Newton,Bob Gilstrap,win,"SUB

      

        Triangle Choke",1,0:52
UFC 17: Redemption,Dan Henderson,Allan Goes,win,U-DEC,2,3:00
UFC 17: Redemption,Andre Roberts,Harry Moskowitz,win,U-DEC,2,3:00
UFC 17: Redemption,Chuck Liddell,Noe Hernandez,win,U-DEC,1,12:00
UFC 16: Battle in the Bayou,Frank Shamrock,Igor Zinoviev,win,"KO/TKO

      

        Slam",1,0:22
UFC 16: Battle in the Bayou,Tsuyoshi Kohsaka,Kimo Leopoldo,win,U-DEC,2,3:00
UFC 16: Battle in the Bayou,Pat Miletich,Chris Brennan,win,"SUB

      

        Shoulder Choke",1,9:02
UFC 16: Battle in the Bayou,Jerry Bohlander,Kevin Jackson,win,"SUB

      

        Armbar",1,10:23
UFC 16: Battle in the Bayou,Pat Miletich,Townsend Saunders,win,S-DEC,2,3:00
UFC 16: Battle in the Bayou,Mikey Burnett,Eugenio Tadeu,win,"KO/TKO

      

        Punches",1,9:45
UFC 16: Battle in the Bayou,Chris Brennan,Courtney Turner,win,"SUB

      

        Armbar",1,1:20
UFC 16: Battle in the Bayou,Laverne Clark,Josh Stuart,win,KO/TKO,1,1:15
UFC - Ultimate Japan,Randy Couture,Maurice Smith,win,M-DEC,3,3:00
UFC - Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,win,"SUB

      

        Armbar",1,3:44
UFC - Ultimate Japan,Vitor Belfort,Joe Charles,win,"SUB

      

        Armbar",1,4:03
UFC - Ultimate Japan,Frank Shamrock,Kevin Jackson,win,"SUB

      

        Armbar",1,0:16
UFC - Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,nc,Overturned,1,1:51
UFC - Ultimate Japan,David Abbott,Yoji Anjo,win,U-DEC,2,3:00
UFC - Ultimate Japan,Tra Telligman,Brad Kohler,win,"SUB

      

        Armbar",1,10:05
UFC 15: Collision Course,Maurice Smith,David Abbott,win,"SUB

      

        Other",1,8:08
UFC 15: Collision Course,Mark Kerr,Dwayne Cason,win,"SUB

      

        Rear Naked Choke",1,0:53
UFC 15: Collision Course,Randy Couture,Vitor Belfort,win,"KO/TKO

      

        Punches",1,8:16
UFC 15: Collision Course,Dave Beneteau,Carlos Barreto,win,U-DEC,2,3:00
UFC 15: Collision Course,Mark Kerr,Greg Stott,win,"KO/TKO

      

        Knee",1,0:17
UFC 15: Collision Course,Dwayne Cason,Houston Dorr,win,"KO/TKO

      

        Punches",1,3:43
