event,date,fighter_1,fighter_2,weight,result,method,round,time
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Mac Danzig,Tommy Speer,Welterweight,win,"SUB

      

        Rear Naked Choke",1,2:01
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",War Machine,Jared Rollins,Welterweight,win,"KO/TKO

      

        Punches",3,2:01
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",George Sotiropoulos,Billy Miles,Welterweight,win,"SUB

      

        Rear Naked Choke",1,1:36
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Ben Saunders,Dan Barrera,Welterweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Troy Mandaloniz,Richie Hightower,Welterweight,win,"KO/TKO

      

        Punch",1,4:20
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Matt Arroyo,John Kolosci,Welterweight,win,"SUB

      

        Armbar",1,4:42
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Roman Mitichyan,Dorian Price,Welterweight,win,"SUB

      

        Ankle Lock",1,0:23
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007",Jonathan Goulet,Paul Georgieff,Welterweight,win,"SUB

      

        Rear Naked Choke",1,4:42
UFC 78: Validation,"November 17, 2007",Rashad Evans,Michael Bisping,Light Heavyweight,win,S-DEC,3,5:00
UFC 78: Validation,"November 17, 2007",Thiago Silva,Houston Alexander,Light Heavyweight,win,"KO/TKO

      

        Punches",1,3:25
UFC 78: Validation,"November 17, 2007",Karo Parisyan,Ryo Chonan,Welterweight,win,U-DEC,3,5:00
UFC 78: Validation,"November 17, 2007",Ed Herman,Joe Doerksen,Middleweight,win,"KO/TKO

      

        Punch",3,0:39
UFC 78: Validation,"November 17, 2007",Frankie Edgar,Spencer Fisher,Lightweight,win,U-DEC,3,5:00
UFC 78: Validation,"November 17, 2007",Thiago Alves,Chris Lytle,Welterweight,win,KO/TKO,2,5:00
UFC 78: Validation,"November 17, 2007",Joe Lauzon,Jason Reinhardt,Lightweight,win,"SUB

      

        Rear Naked Choke",1,1:14
UFC 78: Validation,"November 17, 2007",Marcus Aurelio,Luke Caudillo,Lightweight,win,"KO/TKO

      

        Punches",1,4:29
UFC 78: Validation,"November 17, 2007",Akihiro Gono,Tamdan McCrory,Welterweight,win,"SUB

      

        Armbar",2,3:19
UFC 77: Hostile Territory,"October 20, 2007",Anderson Silva,Rich Franklin,Middleweight,win,"KO/TKO

      

        Knees",2,1:07
UFC 77: Hostile Territory,"October 20, 2007",Tim Sylvia,Brandon Vera,Heavyweight,win,U-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Alvin Robinson,Jorge Gurgel,Lightweight,win,U-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Stephan Bonnar,Eric Schafer,Light Heavyweight,win,"KO/TKO

      

        Punches",2,2:47
UFC 77: Hostile Territory,"October 20, 2007",Alan Belcher,Kalib Starnes,Middleweight,win,KO/TKO,2,1:39
UFC 77: Hostile Territory,"October 20, 2007",Yushin Okami,Jason MacDonald,Middleweight,win,U-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Demian Maia,Ryan Jensen,Middleweight,win,"SUB

      

        Rear Naked Choke",1,2:40
UFC 77: Hostile Territory,"October 20, 2007",Joshua Burkman,Forrest Petz,Welterweight,win,S-DEC,3,5:00
UFC 77: Hostile Territory,"October 20, 2007",Matt Grice,Jason Black,Lightweight,win,S-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Keith Jardine,Chuck Liddell,Light Heavyweight,win,S-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Forrest Griffin,Mauricio Rua,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",3,4:45
UFC 76: Knockout,"September 22, 2007",Jon Fitch,Diego Sanchez,Welterweight,win,S-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Lyoto Machida,Kazuhiro Nakamura,Light Heavyweight,win,U-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Tyson Griffin,Thiago Tavares,Lightweight,win,U-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Rich Clementi,Anthony Johnson,Welterweight,win,"SUB

      

        Rear Naked Choke",2,3:05
UFC 76: Knockout,"September 22, 2007",Jeremy Stephens,Diego Saraiva,Lightweight,win,U-DEC,3,5:00
UFC 76: Knockout,"September 22, 2007",Christian Wellisch,Scott Junk,Heavyweight,win,"SUB

      

        Heel Hook",1,3:19
UFC 76: Knockout,"September 22, 2007",Matt Wiman,Michihiro Omigawa,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Kenny Florian,Din Thomas,Lightweight,win,"SUB

      

        Rear Naked Choke",1,4:31
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Chris Leben,Terry Martin,Middleweight,win,"KO/TKO

      

        Punch",3,3:56
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Nate Diaz,Junior Assuncao,Lightweight,win,"SUB

      

        Guillotine Choke",1,4:10
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Nate Quarry,Pete Sell,Middleweight,win,"KO/TKO

      

        Punch",3,0:44
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Luke Cummo,Edilberto de Oliveira,Welterweight,win,"KO/TKO

      

        Punches",1,1:45
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Cole Miller,Leonard Garcia,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Gray Maynard,Joe Veres,Lightweight,win,"KO/TKO

      

        Punch",1,0:09
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Thiago Alves,Kuniyoshi Hironaka,Welterweight,win,"KO/TKO

      

        Knee",2,4:04
UFC Fight Night: Thomas vs Florian,"September 19, 2007",Dustin Hazelett,Jonathan Goulet,Welterweight,win,"SUB

      

        Armbar",1,1:14
UFC 75: Champion vs Champion,"September 08, 2007",Quinton Jackson,Dan Henderson,Light Heavyweight,win,U-DEC,5,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Michael Bisping,Matt Hamill,Light Heavyweight,win,S-DEC,3,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Cheick Kongo,Mirko Filipovic,Heavyweight,win,U-DEC,3,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Marcus Davis,Paul Taylor,Welterweight,win,"SUB

      

        Armbar",1,4:14
UFC 75: Champion vs Champion,"September 08, 2007",Houston Alexander,Alessio Sakara,Light Heavyweight,win,"KO/TKO

      

        Knee",1,1:01
UFC 75: Champion vs Champion,"September 08, 2007",Gleison Tibau,Terry Etim,Lightweight,win,U-DEC,3,5:00
UFC 75: Champion vs Champion,"September 08, 2007",Thiago Silva,Tomasz Drwal,Light Heavyweight,win,"KO/TKO

      

        Punches",2,4:23
UFC 75: Champion vs Champion,"September 08, 2007",Dennis Siver,Naoyuki Kotani,Lightweight,win,"KO/TKO

      

        Punch",2,2:04
UFC 75: Champion vs Champion,"September 08, 2007",Jess Liaudin,Anthony Torres,Welterweight,win,"KO/TKO

      

        Punches",1,4:10
UFC 74: Respect,"August 25, 2007",Randy Couture,Gabriel Gonzaga,Heavyweight,win,"KO/TKO

      

        Punches",3,1:37
UFC 74: Respect,"August 25, 2007",Georges St-Pierre,Josh Koscheck,Welterweight,win,U-DEC,3,5:00
UFC 74: Respect,"August 25, 2007",Roger Huerta,Alberto Crane,Lightweight,win,"KO/TKO

      

        Punches",3,1:50
UFC 74: Respect,"August 25, 2007",Joe Stevenson,Kurt Pellegrino,Lightweight,win,U-DEC,3,5:00
UFC 74: Respect,"August 25, 2007",Patrick Cote,Kendall Grove,Middleweight,win,"KO/TKO

      

        Punches",1,4:45
UFC 74: Respect,"August 25, 2007",Renato Sobral,David Heath,Light Heavyweight,win,"SUB

      

        Anaconda Choke",2,3:30
UFC 74: Respect,"August 25, 2007",Frank Mir,Antoni Hardonk,Heavyweight,win,"SUB

      

        Kimura",1,1:17
UFC 74: Respect,"August 25, 2007",Thales Leites,Ryan Jensen,Middleweight,win,"SUB

      

        Armbar",1,3:47
UFC 74: Respect,"August 25, 2007",Clay Guida,Marcus Aurelio,Lightweight,win,S-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Kenny Florian,Alvin Robinson,Lightweight,win,"KO/TKO

      

        Elbows",1,4:30
UFC 73: Stacked,"July 07, 2007",Anderson Silva,Nate Marquardt,Middleweight,win,"KO/TKO

      

        Punches",1,4:50
UFC 73: Stacked,"July 07, 2007",Rashad Evans,Tito Ortiz,Light Heavyweight,"draw


draw",U-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Sean Sherk,Hermes Franca,Lightweight,win,U-DEC,5,5:00
UFC 73: Stacked,"July 07, 2007",Antonio Rodrigo Nogueira,Heath Herring,Heavyweight,win,U-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Stephan Bonnar,Mike Nickels,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,2:14
UFC 73: Stacked,"July 07, 2007",Jorge Gurgel,Diego Saraiva,Lightweight,win,U-DEC,3,5:00
UFC 73: Stacked,"July 07, 2007",Chris Lytle,Jason Gilliam,Welterweight,win,"SUB

      

        Triangle Choke",1,2:15
UFC 73: Stacked,"July 07, 2007",Frankie Edgar,Mark Bocek,Lightweight,win,"KO/TKO

      

        Punches",1,4:55
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",BJ Penn,Jens Pulver,Lightweight,win,"SUB

      

        Rear Naked Choke",2,3:12
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Nate Diaz,Manvel Gamburyan,Lightweight,win,"SUB

      

        Injury",2,0:20
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Thales Leites,Floyd Sword,Middleweight,win,"SUB

      

        Arm Triangle",1,3:50
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Roger Huerta,Doug Evans,Lightweight,win,"KO/TKO

      

        Punches",2,3:30
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Joe Lauzon,Brandon Melendez,Lightweight,win,"SUB

      

        Triangle Choke",2,2:09
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Cole Miller,Andy Wang,Lightweight,win,"KO/TKO

      

        Kick",1,1:10
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Gray Maynard,Rob Emerson,Lightweight,"nc


nc",CNC,2,0:39
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Leonard Garcia,Allen Berube,Lightweight,win,"SUB

      

        Rear Naked Choke",1,4:22
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007",Matt Wiman,Brian Geraghty,Lightweight,win,"KO/TKO

      

        Punches",1,2:09
UFC 72: Victory,"June 16, 2007",Rich Franklin,Yushin Okami,Middleweight,win,U-DEC,3,5:00
UFC 72: Victory,"June 16, 2007",Forrest Griffin,Hector Ramirez,Light Heavyweight,win,U-DEC,3,5:00
UFC 72: Victory,"June 16, 2007",Jason MacDonald,Rory Singer,Middleweight,win,"KO/TKO

      

        Punches",2,3:18
UFC 72: Victory,"June 16, 2007",Tyson Griffin,Clay Guida,Lightweight,win,S-DEC,3,5:00
UFC 72: Victory,"June 16, 2007",Ed Herman,Scott Smith,Middleweight,win,"SUB

      

        Rear Naked Choke",2,2:25
UFC 72: Victory,"June 16, 2007",Marcus Davis,Jason Tan,Welterweight,win,"KO/TKO

      

        Punches",1,1:15
UFC 72: Victory,"June 16, 2007",Eddie Sanchez,Colin Robinson,Heavyweight,win,"KO/TKO

      

        Elbows",2,0:32
UFC 72: Victory,"June 16, 2007",Dustin Hazelett,Stevie Lynch,Welterweight,win,"SUB

      

        Anaconda Choke",1,2:50
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Spencer Fisher,Sam Stout,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Jon Fitch,Roan Carneiro,Welterweight,win,"SUB

      

        Rear Naked Choke",2,1:07
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Drew McFedries,Jordan Radev,Middleweight,win,"KO/TKO

      

        Punch",1,0:33
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Thiago Tavares,Jason Black,Lightweight,win,"SUB

      

        Triangle Choke",2,2:49
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Forrest Petz,Luigi Fioravanti,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Tamdan McCrory,Pete Spratt,Welterweight,win,"SUB

      

        Triangle Choke",2,2:04
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Gleison Tibau,Jeff Cox,Lightweight,win,"SUB

      

        Arm Triangle",1,1:52
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Anthony Johnson,Chad Reiner,Welterweight,win,"KO/TKO

      

        Punches",1,0:13
UFC Fight Night: Stout vs Fisher,"June 12, 2007",Nate Mohr,Luke Caudillo,Lightweight,win,U-DEC,3,5:00
UFC 71: Liddell vs Jackson,"May 26, 2007",Quinton Jackson,Chuck Liddell,Light Heavyweight,win,"KO/TKO

      

        Punch",1,1:53
UFC 71: Liddell vs Jackson,"May 26, 2007",Karo Parisyan,Joshua Burkman,Welterweight,win,U-DEC,3,5:00
UFC 71: Liddell vs Jackson,"May 26, 2007",Terry Martin,Ivan Salaverry,Middleweight,win,KO/TKO,1,2:04
UFC 71: Liddell vs Jackson,"May 26, 2007",Houston Alexander,Keith Jardine,Light Heavyweight,win,"KO/TKO

      

        Punch",1,0:48
UFC 71: Liddell vs Jackson,"May 26, 2007",Kalib Starnes,Chris Leben,Middleweight,win,U-DEC,3,5:00
UFC 71: Liddell vs Jackson,"May 26, 2007",Thiago Silva,James Irvin,Light Heavyweight,win,KO/TKO,1,1:06
UFC 71: Liddell vs Jackson,"May 26, 2007",Alan Belcher,Sean Salmon,Light Heavyweight,win,"SUB

      

        Guillotine Choke",1,0:53
UFC 71: Liddell vs Jackson,"May 26, 2007",Din Thomas,Jeremy Stephens,Lightweight,win,"SUB

      

        Armbar",2,2:44
UFC 71: Liddell vs Jackson,"May 26, 2007",Wilson Gouveia,Carmelo Marrero,Light Heavyweight,win,"SUB

      

        Guillotine Choke",1,3:06
UFC 70: Nations Collide,"April 21, 2007",Gabriel Gonzaga,Mirko Filipovic,Heavyweight,win,"KO/TKO

      

        Kick",1,4:51
UFC 70: Nations Collide,"April 21, 2007",Andrei Arlovski,Fabricio Werdum,Heavyweight,win,U-DEC,3,5:00
UFC 70: Nations Collide,"April 21, 2007",Michael Bisping,Elvis Sinosic,Light Heavyweight,win,"KO/TKO

      

        Punches",2,1:40
UFC 70: Nations Collide,"April 21, 2007",Lyoto Machida,David Heath,Light Heavyweight,win,U-DEC,3,5:00
UFC 70: Nations Collide,"April 21, 2007",Cheick Kongo,Assuerio Silva,Heavyweight,win,M-DEC,3,5:00
UFC 70: Nations Collide,"April 21, 2007",Terry Etim,Matt Grice,Lightweight,win,"SUB

      

        Guillotine Choke",1,4:48
UFC 70: Nations Collide,"April 21, 2007",Junior Assuncao,David Lee,Lightweight,win,"SUB

      

        Rear Naked Choke",2,1:55
UFC 70: Nations Collide,"April 21, 2007",Alessio Sakara,Victor Valimaki,Light Heavyweight,win,"KO/TKO

      

        Punch",1,1:44
UFC 70: Nations Collide,"April 21, 2007",Jess Liaudin,Dennis Siver,Welterweight,win,"SUB

      

        Armbar",1,1:21
UFC 70: Nations Collide,"April 21, 2007",Paul Taylor,Edilberto de Oliveira,Welterweight,win,"KO/TKO

      

        Kick",3,0:37
UFC 69: Shootout,"April 07, 2007",Matt Serra,Georges St-Pierre,Welterweight,win,"KO/TKO

      

        Punches",1,3:25
UFC 69: Shootout,"April 07, 2007",Josh Koscheck,Diego Sanchez,Welterweight,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Roger Huerta,Leonard Garcia,Lightweight,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Yushin Okami,Mike Swick,Middleweight,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Kendall Grove,Alan Belcher,Middleweight,win,"SUB

      

        D'Arce Choke",2,4:42
UFC 69: Shootout,"April 07, 2007",Heath Herring,Brad Imes,Heavyweight,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Thales Leites,Pete Sell,Middleweight,win,U-DEC,3,5:00
UFC 69: Shootout,"April 07, 2007",Marcus Davis,Pete Spratt,Welterweight,win,"SUB

      

        Ankle Lock",2,2:57
UFC 69: Shootout,"April 07, 2007",Luke Cummo,Josh Haynes,Welterweight,win,"KO/TKO

      

        Punches",2,2:45
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Joe Stevenson,Melvin Guillard,Lightweight,win,"SUB

      

        Guillotine Choke",1,0:27
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Justin McCully,Antoni Hardonk,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kenny Florian,Dokonjonosuke Mishima,Lightweight,win,"SUB

      

        Rear Naked Choke",3,3:57
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Wilson Gouveia,Seth Petruzelli,Light Heavyweight,win,"SUB

      

        Guillotine Choke",2,0:39
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Drew Fickett,Keita Nakamura,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kurt Pellegrino,Nate Mohr,Lightweight,win,"SUB

      

        Ankle Lock",1,2:58
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Kuniyoshi Hironaka,Forrest Petz,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Roan Carneiro,Rich Clementi,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007",Thiago Tavares,Naoyuki Kotani,Lightweight,win,U-DEC,3,5:00
UFC 68: The Uprising,"March 03, 2007",Randy Couture,Tim Sylvia,Heavyweight,win,U-DEC,5,5:00
UFC 68: The Uprising,"March 03, 2007",Martin Kampmann,Drew McFedries,Middleweight,win,"SUB

      

        Arm Triangle",1,4:06
UFC 68: The Uprising,"March 03, 2007",Rich Franklin,Jason MacDonald,Middleweight,win,KO/TKO,2,5:00
UFC 68: The Uprising,"March 03, 2007",Matt Hughes,Chris Lytle,Welterweight,win,U-DEC,3,5:00
UFC 68: The Uprising,"March 03, 2007",Jason Lambert,Renato Sobral,Light Heavyweight,win,"KO/TKO

      

        Punch",2,3:36
UFC 68: The Uprising,"March 03, 2007",Matt Hamill,Rex Holman,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:00
UFC 68: The Uprising,"March 03, 2007",Jon Fitch,Luigi Fioravanti,Welterweight,win,"SUB

      

        Rear Naked Choke",2,3:05
UFC 68: The Uprising,"March 03, 2007",Gleison Tibau,Jason Dent,Lightweight,win,U-DEC,3,5:00
UFC 68: The Uprising,"March 03, 2007",Jamie Varner,Jason Gilliam,Lightweight,win,"SUB

      

        Rear Naked Choke",1,1:34
UFC 67: All or Nothing,"February 03, 2007",Anderson Silva,Travis Lutter,Middleweight,win,"SUB

      

        Triangle Choke",2,2:11
UFC 67: All or Nothing,"February 03, 2007",Mirko Filipovic,Eddie Sanchez,Heavyweight,win,"KO/TKO

      

        Punches",1,4:33
UFC 67: All or Nothing,"February 03, 2007",Roger Huerta,John Halverson,Lightweight,win,"KO/TKO

      

        Punches",1,0:19
UFC 67: All or Nothing,"February 03, 2007",Quinton Jackson,Marvin Eastman,Light Heavyweight,win,"KO/TKO

      

        Punches",2,3:49
UFC 67: All or Nothing,"February 03, 2007",Patrick Cote,Scott Smith,Middleweight,win,U-DEC,3,5:00
UFC 67: All or Nothing,"February 03, 2007",Terry Martin,Jorge Rivera,Middleweight,win,"KO/TKO

      

        Punch",1,0:14
UFC 67: All or Nothing,"February 03, 2007",Frankie Edgar,Tyson Griffin,Lightweight,win,U-DEC,3,5:00
UFC 67: All or Nothing,"February 03, 2007",Lyoto Machida,Sam Hoger,Light Heavyweight,win,U-DEC,3,5:00
UFC 67: All or Nothing,"February 03, 2007",Dustin Hazelett,Diego Saraiva,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Rashad Evans,Sean Salmon,Light Heavyweight,win,"KO/TKO

      

        Kick",2,1:06
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Jake O'Brien,Heath Herring,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Hermes Franca,Spencer Fisher,Lightweight,win,"KO/TKO

      

        Punch",2,4:03
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Nate Marquardt,Dean Lister,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Joshua Burkman,Chad Reiner,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Ed Herman,Chris Price,Middleweight,win,"SUB

      

        Armbar",1,2:58
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Din Thomas,Clay Guida,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Evans vs Salmon,"January 25, 2007",Rich Clementi,Ross Pointon,Welterweight,win,"SUB

      

        Rear Naked Choke",2,4:53
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Chuck Liddell,Tito Ortiz,Light Heavyweight,win,"KO/TKO

      

        Punches",3,3:59
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Keith Jardine,Forrest Griffin,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:41
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Jason MacDonald,Chris Leben,Middleweight,win,"SUB

      

        Guillotine Choke",2,4:03
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Andrei Arlovski,Marcio Cruz,Heavyweight,win,"KO/TKO

      

        Punches",1,3:15
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Michael Bisping,Eric Schafer,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:24
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Thiago Alves,Tony DeSouza,Welterweight,win,"KO/TKO

      

        Knee",2,1:10
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Gabriel Gonzaga,Carmelo Marrero,Heavyweight,win,"SUB

      

        Armbar",1,3:22
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Yushin Okami,Rory Singer,Middleweight,win,"KO/TKO

      

        Punches",3,4:03
UFC 66: Liddell vs Ortiz 2,"December 30, 2006",Christian Wellisch,Anthony Perosh,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006",Diego Sanchez,Joe Riggs,Welterweight,win,"KO/TKO

      

        Flying Knee",1,1:45
