event,fighter_1,fighter_2,weight,result,method,round,time
UFC Fight Night: Sanchez vs Riggs,Diego Sanchez,Joe Riggs,Welterweight,win,"KO/TKO

      

        Flying Knee",1,1:45
UFC Fight Night: Sanchez vs Riggs,Josh Koscheck,Jeff Joslin,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,Karo Parisyan,Drew Fickett,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,Marcus Davis,Shonie Carter,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,David Heath,Victor Valimaki,Light Heavyweight,win,S-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,Alan Belcher,Jorge Santiago,Middleweight,win,"KO/TKO

      

        Kick",3,2:45
UFC Fight Night: Sanchez vs Riggs,Luigi Fioravanti,Dave Menne,Welterweight,win,"KO/TKO

      

        Punches",1,4:44
UFC Fight Night: Sanchez vs Riggs,Brock Larson,Keita Nakamura,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Sanchez vs Riggs,Logan Clark,Steve Byrnes,Middleweight,win,U-DEC,3,5:00
UFC 65: Bad Intentions,Georges St-Pierre,Matt Hughes,Welterweight,win,"KO/TKO

      

        Kick",2,1:25
UFC 65: Bad Intentions,Tim Sylvia,Jeff Monson,Heavyweight,win,U-DEC,5,5:00
UFC 65: Bad Intentions,Drew McFedries,Alessio Sakara,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:07
UFC 65: Bad Intentions,Brandon Vera,Frank Mir,Heavyweight,win,"KO/TKO

      

        Punches",1,1:09
UFC 65: Bad Intentions,Joe Stevenson,Dokonjonosuke Mishima,Lightweight,win,"SUB

      

        Guillotine Choke",1,2:07
UFC 65: Bad Intentions,Nick Diaz,Gleison Tibau,Welterweight,win,"KO/TKO

      

        Punches",2,2:27
UFC 65: Bad Intentions,Antoni Hardonk,Sherman Pendergarst,Heavyweight,win,"KO/TKO

      

        Punch",1,3:15
UFC 65: Bad Intentions,James Irvin,Hector Ramirez,Light Heavyweight,win,"KO/TKO

      

        Punch",2,2:36
UFC 65: Bad Intentions,Jake O'Brien,Josh Shockman,Heavyweight,win,U-DEC,3,5:00
The Ultimate Fighter: The Comeback Finale,Matt Serra,Chris Lytle,Welterweight,win,S-DEC,3,5:00
The Ultimate Fighter: The Comeback Finale,Travis Lutter,Patrick Cote,Middleweight,win,"SUB

      

        Armbar",1,2:18
The Ultimate Fighter: The Comeback Finale,Din Thomas,Rich Clementi,Lightweight,win,"SUB

      

        Rear Naked Choke",2,3:11
The Ultimate Fighter: The Comeback Finale,Jorge Rivera,Edwin DeWees,Middleweight,win,"KO/TKO

      

        Punches",1,2:37
The Ultimate Fighter: The Comeback Finale,Pete Spratt,Jeremy Jackson,Welterweight,win,"SUB

      

        Injury",2,1:11
The Ultimate Fighter: The Comeback Finale,Scott Smith,Pete Sell,Middleweight,win,"KO/TKO

      

        Punch",2,3:25
The Ultimate Fighter: The Comeback Finale,Charles McCarthy,Gideon Ray,Middleweight,win,"SUB

      

        Armbar",1,4:43
The Ultimate Fighter: The Comeback Finale,Martin Kampmann,Thales Leites,Middleweight,win,U-DEC,3,5:00
UFC 64: Unstoppable,Anderson Silva,Rich Franklin,Middleweight,win,"KO/TKO

      

        Knees",1,2:59
UFC 64: Unstoppable,Sean Sherk,Kenny Florian,Lightweight,win,U-DEC,5,5:00
UFC 64: Unstoppable,Jon Fitch,Kuniyoshi Hironaka,Welterweight,win,U-DEC,3,5:00
UFC 64: Unstoppable,Carmelo Marrero,Cheick Kongo,Heavyweight,win,S-DEC,3,5:00
UFC 64: Unstoppable,Spencer Fisher,Dan Lauzon,Lightweight,win,"KO/TKO

      

        Punches",1,4:38
UFC 64: Unstoppable,Yushin Okami,Kalib Starnes,Middleweight,win,"KO/TKO

      

        Punches",3,1:40
UFC 64: Unstoppable,Clay Guida,Justin James,Lightweight,win,"SUB

      

        Rear Naked Choke",2,4:42
UFC 64: Unstoppable,Kurt Pellegrino,Junior Assuncao,Lightweight,win,"SUB

      

        Rear Naked Choke",1,2:04
Ortiz vs Shamrock 3: The Final Chapter,Tito Ortiz,Ken Shamrock,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:23
Ortiz vs Shamrock 3: The Final Chapter,Kendall Grove,Chris Price,Middleweight,win,"KO/TKO

      

        Elbows",1,3:59
Ortiz vs Shamrock 3: The Final Chapter,Jason MacDonald,Ed Herman,Middleweight,win,"SUB

      

        Triangle Choke",1,2:43
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill,Seth Petruzelli,Light Heavyweight,win,U-DEC,3,5:00
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt,Crafton Wallace,Middleweight,win,"SUB

      

        Rear Naked Choke",2,1:14
Ortiz vs Shamrock 3: The Final Chapter,Tony DeSouza,Dustin Hazelett,Welterweight,win,"SUB

      

        Kimura",1,3:59
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer,Josh Haynes,Middleweight,win,U-DEC,3,5:00
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves,John Alessio,Welterweight,win,U-DEC,3,5:00
Ortiz vs Shamrock 3: The Final Chapter,Marcus Davis,Forrest Petz,Welterweight,win,"SUB

      

        Guillotine Choke",1,4:58
UFC 63: Hughes vs Penn,Matt Hughes,BJ Penn,Welterweight,win,"KO/TKO

      

        Punches",3,3:53
UFC 63: Hughes vs Penn,Mike Swick,David Loiseau,Middleweight,win,U-DEC,3,5:00
UFC 63: Hughes vs Penn,Melvin Guillard,Gabe Ruediger,Lightweight,win,"KO/TKO

      

        Punch",2,1:01
UFC 63: Hughes vs Penn,Rashad Evans,Jason Lambert,Light Heavyweight,win,"KO/TKO

      

        Punches",2,2:22
UFC 63: Hughes vs Penn,Joe Lauzon,Jens Pulver,Lightweight,win,"KO/TKO

      

        Punch",1,0:48
UFC 63: Hughes vs Penn,Roger Huerta,Jason Dent,Lightweight,win,U-DEC,3,5:00
UFC 63: Hughes vs Penn,Eddie Sanchez,Mario Neto,Heavyweight,win,"KO/TKO

      

        Punch",2,0:17
UFC 63: Hughes vs Penn,Jorge Gurgel,Danny Abbadi,Lightweight,win,S-DEC,3,5:00
UFC 63: Hughes vs Penn,Tyson Griffin,David Lee,Lightweight,win,"SUB

      

        Rear Naked Choke",1,1:50
UFC 62: Liddell vs Sobral,Chuck Liddell,Renato Sobral,Light Heavyweight,win,"KO/TKO

      

        Punches",1,1:35
UFC 62: Liddell vs Sobral,Forrest Griffin,Stephan Bonnar,Light Heavyweight,win,U-DEC,3,5:00
UFC 62: Liddell vs Sobral,Nick Diaz,Josh Neer,Welterweight,win,"SUB

      

        Kimura",3,1:42
UFC 62: Liddell vs Sobral,Cheick Kongo,Christian Wellisch,Heavyweight,win,"KO/TKO

      

        Knee",1,2:51
UFC 62: Liddell vs Sobral,Hermes Franca,Jamie Varner,Lightweight,win,"SUB

      

        Armbar",3,3:31
UFC 62: Liddell vs Sobral,Eric Schafer,Rob MacDonald,Light Heavyweight,win,"SUB

      

        Arm Triangle",1,2:26
UFC 62: Liddell vs Sobral,Wilson Gouveia,Wes Combs,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,3:23
UFC 62: Liddell vs Sobral,David Heath,Cory Walmsley,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,2:32
UFC 62: Liddell vs Sobral,Yushin Okami,Alan Belcher,Middleweight,win,U-DEC,3,5:00
UFC Fight Night 6,Diego Sanchez,Karo Parisyan,Welterweight,win,U-DEC,3,5:00
UFC Fight Night 6,Chris Leben,Jorge Santiago,Middleweight,win,"KO/TKO

      

        Punches",2,0:35
UFC Fight Night 6,Dean Lister,Yuki Sasaki,Middleweight,win,U-DEC,3,5:00
UFC Fight Night 6,Josh Koscheck,Jonathan Goulet,Welterweight,win,"KO/TKO

      

        Punches",1,4:10
UFC Fight Night 6,Martin Kampmann,Crafton Wallace,Middleweight,win,"SUB

      

        Rear Naked Choke",1,2:59
UFC Fight Night 6,Joe Riggs,Jason Von Flue,Welterweight,win,"SUB

      

        Triangle Choke",1,2:01
UFC Fight Night 6,Jake O'Brien,Kristof Midoux,Heavyweight,win,"KO/TKO

      

        Punches",2,0:52
UFC Fight Night 6,Forrest Petz,Sammy Morgan,Welterweight,win,U-DEC,3,5:00
UFC Fight Night 6,Anthony Torres,Pat Healy,Welterweight,win,"SUB

      

        Rear Naked Choke",1,2:37
UFC 61: Bitter Rivals,Tim Sylvia,Andrei Arlovski,Heavyweight,win,U-DEC,5,5:00
UFC 61: Bitter Rivals,Joshua Burkman,Josh Neer,Welterweight,win,U-DEC,3,5:00
UFC 61: Bitter Rivals,Tito Ortiz,Ken Shamrock,Light Heavyweight,win,"KO/TKO

      

        Elbows",1,1:18
UFC 61: Bitter Rivals,Frank Mir,Dan Christison,Heavyweight,win,U-DEC,3,5:00
UFC 61: Bitter Rivals,Joe Stevenson,Yves Edwards,Lightweight,win,KO/TKO,2,5:00
UFC 61: Bitter Rivals,Hermes Franca,Joe Jordan,Catch Weight,win,"SUB

      

        Triangle Choke",3,0:47
UFC 61: Bitter Rivals,Jeff Monson,Anthony Perosh,Heavyweight,win,"KO/TKO

      

        Punches",1,2:42
UFC 61: Bitter Rivals,Cheick Kongo,Gilbert Aldana,Heavyweight,win,KO/TKO,1,4:13
UFC 61: Bitter Rivals,Drew Fickett,Kurt Pellegrino,Welterweight,win,"SUB

      

        Rear Naked Choke",3,1:20
UFC Fight Night 5,Jonathan Goulet,Luke Cummo,Welterweight,win,M-DEC,3,5:00
UFC Fight Night 5,Anderson Silva,Chris Leben,Middleweight,win,"KO/TKO

      

        Punches",1,0:49
UFC Fight Night 5,Rashad Evans,Stephan Bonnar,Light Heavyweight,win,M-DEC,3,5:00
UFC Fight Night 5,Mark Hominick,Jorge Gurgel,Lightweight,win,U-DEC,3,5:00
UFC Fight Night 5,Josh Koscheck,Dave Menne,Welterweight,win,U-DEC,3,5:00
UFC Fight Night 5,Jason Lambert,Branden Lee Hinkle,Light Heavyweight,win,"KO/TKO

      

        Punches",1,5:00
UFC Fight Night 5,Jon Fitch,Thiago Alves,Welterweight,win,"KO/TKO

      

        Kick",2,4:37
UFC Fight Night 5,Rob MacDonald,Kristian Rothaermel,Light Heavyweight,win,"SUB

      

        Armbar",1,4:01
UFC Fight Night 5,Jorge Santiago,Justin Levens,Middleweight,win,"KO/TKO

      

        Knee",1,2:13
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kenny Florian,Sam Stout,Lightweight,win,"SUB

      

        Rear Naked Choke",1,1:46
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Michael Bisping,Josh Haynes,Light Heavyweight,win,"KO/TKO

      

        Punches",2,4:14
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kendall Grove,Ed Herman,Middleweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Keith Jardine,Wilson Gouveia,Light Heavyweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Rory Singer,Ross Pointon,Middleweight,win,"SUB

      

        Triangle Choke",1,0:44
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kalib Starnes,Danny Abbadi,Middleweight,win,"SUB

      

        Rear Naked Choke",1,2:56
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Luigi Fioravanti,Solomon Hutcherson,Middleweight,win,"KO/TKO

      

        Punch",1,4:15
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Matt Hamill,Jesse Forbes,Light Heavyweight,win,"KO/TKO

      

        Elbows",1,4:47
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Mike Nickels,Wes Combs,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,3:10
UFC 60: Hughes vs Gracie,Matt Hughes,Royce Gracie,Catch Weight,win,"KO/TKO

      

        Punches",1,4:39
UFC 60: Hughes vs Gracie,Dean Lister,Alessio Sakara,Light Heavyweight,win,"SUB

      

        Triangle Choke",1,2:20
UFC 60: Hughes vs Gracie,Diego Sanchez,John Alessio,Welterweight,win,U-DEC,3,5:00
UFC 60: Hughes vs Gracie,Brandon Vera,Assuerio Silva,Heavyweight,win,"SUB

      

        Guillotine Choke",1,2:39
UFC 60: Hughes vs Gracie,Mike Swick,Joe Riggs,Middleweight,win,"SUB

      

        Guillotine Choke",1,2:19
UFC 60: Hughes vs Gracie,Jeremy Horn,Chael Sonnen,Middleweight,win,"SUB

      

        Armbar",2,1:17
UFC 60: Hughes vs Gracie,Spencer Fisher,Matt Wiman,Lightweight,win,"KO/TKO

      

        Flying Knee",2,1:43
UFC 60: Hughes vs Gracie,Gabriel Gonzaga,Fabiano Scherner,Heavyweight,win,"KO/TKO

      

        Punch",2,0:24
UFC 60: Hughes vs Gracie,Melvin Guillard,Rick Davis,Lightweight,win,"KO/TKO

      

        Punch",1,1:37
UFC 59: Reality Check,Tim Sylvia,Andrei Arlovski,Heavyweight,win,"KO/TKO

      

        Punch",1,2:43
UFC 59: Reality Check,Sean Sherk,Nick Diaz,Welterweight,win,U-DEC,3,5:00
UFC 59: Reality Check,Tito Ortiz,Forrest Griffin,Light Heavyweight,win,S-DEC,3,5:00
UFC 59: Reality Check,Evan Tanner,Justin Levens,Middleweight,win,"SUB

      

        Triangle Choke",1,3:14
UFC 59: Reality Check,Jeff Monson,Marcio Cruz,Heavyweight,win,S-DEC,3,5:00
UFC 59: Reality Check,Karo Parisyan,Nick Thompson,Welterweight,win,"KO/TKO

      

        Punches",1,4:44
UFC 59: Reality Check,David Terrell,Scott Smith,Middleweight,win,"SUB

      

        Rear Naked Choke",1,3:08
UFC 59: Reality Check,Jason Lambert,Terry Martin,Light Heavyweight,win,"KO/TKO

      

        Punches",2,2:37
UFC 59: Reality Check,Thiago Alves,Derrick Noble,Welterweight,win,"KO/TKO

      

        Punches",1,2:54
UFC Fight Night 4,Stephan Bonnar,Keith Jardine,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night 4,Rashad Evans,Sam Hoger,Light Heavyweight,win,S-DEC,3,5:00
UFC Fight Night 4,Josh Neer,Joe Stevenson,Welterweight,win,U-DEC,3,5:00
UFC Fight Night 4,Chris Leben,Luigi Fioravanti,Middleweight,win,U-DEC,3,5:00
UFC Fight Night 4,Luke Cummo,Jason Von Flue,Welterweight,win,U-DEC,3,5:00
UFC Fight Night 4,Jon Fitch,Joshua Burkman,Welterweight,win,"SUB

      

        Rear Naked Choke",2,4:57
UFC Fight Night 4,Dan Christison,Brad Imes,Heavyweight,win,"SUB

      

        Armbar",3,3:37
UFC Fight Night 4,Josh Koscheck,Ansar Chalangov,Welterweight,win,"SUB

      

        Rear Naked Choke",1,3:29
UFC Fight Night 4,Chael Sonnen,Trevor Prangley,Middleweight,win,U-DEC,3,5:00
UFC 58: USA vs Canada,Rich Franklin,David Loiseau,Middleweight,win,U-DEC,5,5:00
UFC 58: USA vs Canada,Mike Swick,Steve Vigneault,Middleweight,win,"SUB

      

        Guillotine Choke",1,2:09
UFC 58: USA vs Canada,Georges St-Pierre,BJ Penn,Welterweight,win,S-DEC,3,5:00
UFC 58: USA vs Canada,Nate Marquardt,Joe Doerksen,Middleweight,win,U-DEC,3,5:00
UFC 58: USA vs Canada,Mark Hominick,Yves Edwards,Lightweight,win,"SUB

      

        Triangle Choke",2,1:52
UFC 58: USA vs Canada,Sam Stout,Spencer Fisher,Lightweight,win,S-DEC,3,5:00
UFC 58: USA vs Canada,Jason Lambert,Rob MacDonald,Light Heavyweight,win,"SUB

      

        Kimura",1,1:54
UFC 58: USA vs Canada,Tom Murphy,Icho Larenas,Heavyweight,win,"KO/TKO

      

        Punches",3,1:59
UFC 57: Liddell vs Couture 3,Chuck Liddell,Randy Couture,Light Heavyweight,win,"KO/TKO

      

        Punch",2,1:28
UFC 57: Liddell vs Couture 3,Brandon Vera,Justin Eilers,Heavyweight,win,"KO/TKO

      

        Kick",1,1:25
UFC 57: Liddell vs Couture 3,Marcio Cruz,Frank Mir,Heavyweight,win,"KO/TKO

      

        Punches",1,4:10
UFC 57: Liddell vs Couture 3,Renato Sobral,Mike van Arsdale,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,2:21
UFC 57: Liddell vs Couture 3,Joe Riggs,Nick Diaz,Welterweight,win,U-DEC,3,5:00
UFC 57: Liddell vs Couture 3,Alessio Sakara,Elvis Sinosic,Light Heavyweight,win,U-DEC,3,5:00
UFC 57: Liddell vs Couture 3,Paul Buentello,Gilbert Aldana,Heavyweight,win,"KO/TKO

      

        Punches",2,2:27
UFC 57: Liddell vs Couture 3,Jeff Monson,Branden Lee Hinkle,Heavyweight,win,"SUB

      

        North-South Choke",1,4:35
UFC 57: Liddell vs Couture 3,Keith Jardine,Mike Whitehead,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night 3,Tim Sylvia,Assuerio Silva,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night 3,Stephan Bonnar,James Irvin,Light Heavyweight,win,"SUB

      

        Kimura",1,4:30
UFC Fight Night 3,Joshua Burkman,Drew Fickett,Welterweight,win,"SUB

      

        Guillotine Choke",1,1:07
UFC Fight Night 3,Chris Leben,Jorge Rivera,Middleweight,win,"KO/TKO

      

        Punch",1,1:44
UFC Fight Night 3,Josh Neer,Melvin Guillard,Welterweight,win,"SUB

      

        Triangle Choke",1,4:20
UFC Fight Night 3,Duane Ludwig,Jonathan Goulet,Welterweight,win,"KO/TKO

      

        Punch",1,0:06
UFC Fight Night 3,Spencer Fisher,Aaron Riley,Welterweight,win,KO/TKO,1,5:00
UFC Fight Night 3,Jason Von Flue,Alex Karalexis,Welterweight,win,"SUB

      

        Von Flue Choke",3,1:17
UFC 56: Full Force,Rich Franklin,Nate Quarry,Middleweight,win,"KO/TKO

      

        Punch",1,2:34
UFC 56: Full Force,Gabriel Gonzaga,Kevin Jordan,Heavyweight,win,"KO/TKO

      

        Punch",3,4:39
UFC 56: Full Force,Matt Hughes,Joe Riggs,Welterweight,win,"SUB

      

        Kimura",1,3:28
UFC 56: Full Force,Georges St-Pierre,Sean Sherk,Welterweight,win,"KO/TKO

      

        Elbows",2,2:53
UFC 56: Full Force,Jeremy Horn,Trevor Prangley,Middleweight,win,U-DEC,3,5:00
UFC 56: Full Force,Sam Hoger,Jeff Newton,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",2,2:05
UFC 56: Full Force,Thiago Alves,Ansar Chalangov,Welterweight,win,"KO/TKO

      

        Punches",1,2:25
UFC 56: Full Force,Nick Thompson,Keith Wisniewski,Welterweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Diego Sanchez,Nick Diaz,Welterweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Rashad Evans,Brad Imes,Heavyweight,win,S-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joe Stevenson,Luke Cummo,Welterweight,win,U-DEC,3,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Kenny Florian,Kit Cope,Welterweight,win,"SUB

      

        Rear Naked Choke",2,0:37
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joshua Burkman,Sammy Morgan,Welterweight,win,"KO/TKO

      

        Slam",1,0:21
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Melvin Guillard,Marcus Davis,Welterweight,win,KO/TKO,2,2:55
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Keith Jardine,Kerry Schall,Heavyweight,win,"KO/TKO

      

        Kicks",2,3:28
UFC 55: Fury,Andrei Arlovski,Paul Buentello,Heavyweight,win,"KO/TKO

      

        Punch",1,0:15
UFC 55: Fury,Branden Lee Hinkle,Sean Gannon,Heavyweight,win,"KO/TKO

      

        Punches",1,4:14
UFC 55: Fury,Forrest Griffin,Elvis Sinosic,Light Heavyweight,win,"KO/TKO

      

        Punches",1,3:30
UFC 55: Fury,Renato Sobral,Chael Sonnen,Light Heavyweight,win,"SUB

      

        Triangle Choke",2,1:20
UFC 55: Fury,Joe Riggs,Chris Lytle,Welterweight,win,KO/TKO,2,2:00
UFC 55: Fury,Jorge Rivera,Dennis Hallman,Middleweight,win,U-DEC,3,5:00
UFC 55: Fury,Marcio Cruz,Keigo Kunihara,Heavyweight,win,"SUB

      

        Rear Naked Choke",2,1:02
UFC 55: Fury,Alessio Sakara,Ron Faircloth,Light Heavyweight,"nc


nc",CNC,2,0:10
UFC Fight Night 2,David Loiseau,Evan Tanner,Middleweight,win,KO/TKO,2,4:15
UFC Fight Night 2,Chris Leben,Edwin DeWees,Middleweight,win,"SUB

      

        Armbar",1,3:26
UFC Fight Night 2,Brandon Vera,Fabiano Scherner,Heavyweight,win,"KO/TKO

      

        Knee",2,3:22
UFC Fight Night 2,Drew Fickett,Josh Koscheck,Welterweight,win,"SUB

      

        Rear Naked Choke",3,4:28
UFC Fight Night 2,Spencer Fisher,Thiago Alves,Welterweight,win,"SUB

      

        Triangle Choke",2,4:43
UFC Fight Night 2,Jon Fitch,Brock Larson,Middleweight,win,U-DEC,3,5:00
UFC Fight Night 2,Jonathan Goulet,Jay Hieron,Welterweight,win,KO/TKO,3,1:05
UFC 54: Boiling Point,Chuck Liddell,Jeremy Horn,Light Heavyweight,win,"KO/TKO

      

        Punches",4,2:46
UFC 54: Boiling Point,Tim Sylvia,Tra Telligman,Heavyweight,win,"KO/TKO

      

        Kick",1,4:59
UFC 54: Boiling Point,Randy Couture,Mike van Arsdale,Light Heavyweight,win,"SUB

      

        Anaconda Choke",3,0:52
UFC 54: Boiling Point,Diego Sanchez,Brian Gassaway,Welterweight,win,"KO/TKO

      

        Punches",2,1:56
UFC 54: Boiling Point,Georges St-Pierre,Frank Trigg,Welterweight,win,"SUB

      

        Rear Naked Choke",1,4:09
UFC 54: Boiling Point,Matt Lindland,Joe Doerksen,Middleweight,win,U-DEC,3,5:00
UFC 54: Boiling Point,Trevor Prangley,Travis Lutter,Middleweight,win,U-DEC,3,5:00
UFC 54: Boiling Point,James Irvin,Terry Martin,Light Heavyweight,win,"KO/TKO

      

        Flying Knee",2,0:09
UFC Fight Night 1,Nate Marquardt,Ivan Salaverry,Middleweight,win,U-DEC,3,5:00
UFC Fight Night 1,Chris Leben,Patrick Cote,Middleweight,win,S-DEC,3,5:00
UFC Fight Night 1,Stephan Bonnar,Sam Hoger,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night 1,Nate Quarry,Pete Sell,Middleweight,win,"KO/TKO

      

        Punches",1,0:42
UFC Fight Night 1,Josh Koscheck,Pete Spratt,Welterweight,win,"SUB

      

        Rear Naked Choke",1,1:53
UFC Fight Night 1,Mike Swick,Gideon Ray,Middleweight,win,"KO/TKO

      

        Punches",1,0:22
UFC Fight Night 1,Kenny Florian,Alex Karalexis,Welterweight,win,KO/TKO,2,2:52
UFC Fight Night 1,Drew Fickett,Josh Neer,Welterweight,win,"SUB

      

        Rear Naked Choke",1,1:35
UFC 53: Heavy Hitters,Andrei Arlovski,Justin Eilers,Heavyweight,win,"KO/TKO

      

        Punches",1,4:10
UFC 53: Heavy Hitters,Karo Parisyan,Matt Serra,Welterweight,win,U-DEC,3,5:00
UFC 53: Heavy Hitters,Rich Franklin,Evan Tanner,Middleweight,win,KO/TKO,4,3:25
UFC 53: Heavy Hitters,Forrest Griffin,Bill Mahood,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,2:18
UFC 53: Heavy Hitters,Paul Buentello,Kevin Jordan,Heavyweight,win,"SUB

      

        Neck Crank",1,4:00
